accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,seq_len,total_params,trainable_params,use_torchscript
0.0,relu,328.00390625,1.0,cpu,,4096.0,0.1402947469500077,0.0,328.00390625,feedforward,0.0,128.0,0.0,0.0,0.0
0.0,relu,272.140625,1.0,cpu,0.0,1.0,7.038124999780848e-05,5.0,272.140625,rnn,0.0,1.0,4.0,0.0,0.0
0.0,relu,273.79296875,1.0,cpu,0.0,2.0,7.766839999021614e-05,14.0,273.79296875,rnn,0.0,1.0,12.0,0.0,0.0
0.0,relu,273.81640625,1.0,cpu,0.0,4.0,7.110179999472165e-05,44.0,273.81640625,rnn,0.0,1.0,40.0,0.0,0.0
0.0,relu,273.81640625,1.0,cpu,0.0,8.0,7.029564999356806e-05,152.0,273.81640625,rnn,0.0,1.0,144.0,0.0,0.0
0.0,relu,273.87890625,1.0,cpu,0.0,16.0,7.251780000387953e-05,560.0,273.87890625,rnn,0.0,1.0,544.0,0.0,0.0
0.0,relu,273.87890625,1.0,cpu,0.0,32.0,7.101369999418239e-05,2144.0,273.87890625,rnn,0.0,1.0,2112.0,0.0,0.0
0.0,relu,273.89453125,1.0,cpu,0.0,64.0,7.827950000773853e-05,8384.0,273.89453125,rnn,0.0,1.0,8320.0,0.0,0.0
0.0,relu,275.12109375,1.0,cpu,0.0,256.0,7.281934999809891e-05,131840.0,275.12109375,rnn,0.0,1.0,131584.0,0.0,0.0
0.0,relu,278.91015625,1.0,cpu,0.0,512.0,0.0001128864499833071,525824.0,278.91015625,rnn,0.0,1.0,525312.0,0.0,0.0
0.0,relu,286.92578125,1.0,cpu,0.0,1024.0,0.00037343354999848084,2100224.0,286.92578125,rnn,0.0,1.0,2099200.0,0.0,0.0
0.0,relu,319.08203125,1.0,cpu,0.0,2048.0,0.0017396297000004779,8394752.0,319.16796875,rnn,0.0,1.0,8392704.0,0.0,0.0
0.0,relu,391.09765625,1.0,cpu,0.0,3072.0,0.0037478899000007006,18883584.0,391.18359375,rnn,0.0,1.0,18880512.0,0.0,0.0
0.0,relu,519.26171875,1.0,cpu,0.0,4096.0,0.007982394350005962,33566720.0,519.26171875,rnn,0.0,1.0,33562624.0,0.0,0.0
0.0,relu,519.2734375,1.0,cpu,0.0,1.0,7.429975000832201e-05,10.0,519.2734375,rnn,0.0,2.0,4.0,0.0,0.0
0.0,relu,279.58984375,1.0,cpu,0.0,2.0,8.729645001039898e-05,28.0,279.58984375,rnn,0.0,2.0,12.0,0.0,0.0
0.0,relu,279.6953125,1.0,cpu,0.0,4.0,0.00010235874999580119,88.0,279.6953125,rnn,0.0,2.0,40.0,0.0,0.0
0.0,relu,279.6953125,1.0,cpu,0.0,8.0,9.1785050017279e-05,304.0,279.6953125,rnn,0.0,2.0,144.0,0.0,0.0
0.0,relu,279.6953125,1.0,cpu,0.0,16.0,8.181714999864199e-05,1120.0,279.6953125,rnn,0.0,2.0,544.0,0.0,0.0
0.0,relu,279.6953125,1.0,cpu,0.0,32.0,8.348609999302426e-05,4288.0,279.6953125,rnn,0.0,2.0,2112.0,0.0,0.0
0.0,relu,279.6953125,1.0,cpu,0.0,64.0,8.772154999405756e-05,16768.0,279.6953125,rnn,0.0,2.0,8320.0,0.0,0.0
0.0,relu,279.88671875,1.0,cpu,0.0,256.0,0.00011078450002059981,263680.0,279.88671875,rnn,0.0,2.0,131584.0,0.0,0.0
0.0,relu,279.953125,1.0,cpu,0.0,512.0,0.0001889697000024171,1051648.0,279.953125,rnn,0.0,2.0,525312.0,0.0,0.0
0.0,relu,295.9140625,1.0,cpu,0.0,1024.0,0.000734155500003908,4200448.0,295.9140625,rnn,0.0,2.0,2099200.0,0.0,0.0
0.0,relu,360.06953125,1.0,cpu,0.0,2048.0,0.003553302049999729,16789504.0,360.11328125,rnn,0.0,2.0,8392704.0,0.0,0.0
0.0,relu,432.1618303571428,1.0,cpu,0.0,3072.0,0.007913929350002036,37767168.0,432.25,rnn,0.0,2.0,18880512.0,0.0,0.0
