<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
,,5.0,62934386688.0,1.0,1769472.0,2953838592.0,96.0,224.0,0.003266580030322075,68563863552.0,2953838592.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,5627707392.0,3.0,0.0,2.0,0.0,,
,,5.0,83912515584.0,1.0,2359296.0,3207593984.0,128.0,224.0,0.004139327630400658,91418484736.0,3207593984.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,7503609856.0,3.0,0.0,2.0,0.0,,
,,5.0,125868773376.0,1.0,3538944.0,3333423104.0,192.0,224.0,0.005720483511686325,137127727104.0,3333423104.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,11255414784.0,3.0,0.0,2.0,0.0,,
,,5.0,167825031168.0,1.0,4718592.0,3461349376.0,256.0,224.0,0.007799314893782138,182836969472.0,3461349376.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,15007219712.0,3.0,0.0,2.0,0.0,,
,,5.0,251737546752.0,1.0,7077888.0,3700424704.0,384.0,224.0,0.012169117294251918,274255454208.0,3700424704.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,22510829568.0,3.0,0.0,2.0,0.0,,
,,5.0,335650062336.0,1.0,9437184.0,4017094656.0,512.0,224.0,0.015671017579734325,365673938944.0,4017094656.0,alexnet,21.0,61100840.0,0.0,,,7.0,0.0,3.0,30014439424.0,3.0,0.0,2.0,0.0,,
,,26.0,818924576.0,1.0,170000.0,1351614464.0,1.0,224.0,0.001574729196727276,819094576.0,1351614464.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,1637849152.0,1.0,340000.0,1355808768.0,2.0,224.0,0.001551656797528267,1638189152.0,1355808768.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,3275698304.0,1.0,680000.0,1395654656.0,4.0,224.0,0.002305128052830696,3276378304.0,1395654656.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
,,26.0,6551396608.0,1.0,1360000.0,1401946112.0,8.0,224.0,0.002076316624879837,6552756608.0,1401946112.0,squeezenet,57.0,1248424.0,0.0,,,26.0,0.0,,,3.0,0.0,1.0,0.0,,
